X,CONSTRUCTION,VERB,REDUCED,PARTICIPLE
1169,goal,za,no,no
1170,goal,za,no,no
1171,goal,za,no,no
1172,goal,za,no,no
1173,goal,za,no,no
1174,goal,za,no,no
1175,goal,za,no,no
1176,goal,za,no,no
1177,goal,za,no,no
1178,goal,za,no,no
1179,goal,za,no,no
1180,goal,za,no,no
1181,goal,za,no,no
1182,goal,za,no,no
1183,goal,za,no,no
1184,goal,za,no,no
1185,goal,za,no,no
1186,goal,za,no,no
1187,goal,za,no,no
1188,goal,za,no,no
1189,goal,za,no,no
1190,goal,za,no,no
1191,goal,za,no,no
1192,goal,za,no,no
1193,goal,za,no,no
1194,goal,za,no,no
1195,goal,za,no,no
1196,goal,za,no,no
1197,goal,za,no,no
1198,goal,za,no,no
1199,goal,za,no,no
1200,goal,za,no,no
1201,goal,za,no,no
1202,goal,za,no,no
1203,goal,za,no,no
1204,goal,za,no,no
1205,goal,za,no,no
1206,goal,za,no,no
1207,goal,za,no,no
1208,goal,za,no,no
1209,goal,za,no,no
1210,goal,za,no,no
1211,goal,za,no,no
1212,goal,za,no,no
1213,goal,za,no,no
1214,goal,zero,yes,no
1215,goal,zero,yes,no
1216,goal,zero,yes,no
1217,goal,zero,yes,no
1218,goal,zero,yes,no
1219,goal,zero,yes,no
1220,goal,zero,yes,no
1221,goal,zero,yes,no
1222,goal,zero,yes,no
1223,goal,zero,yes,no
1224,goal,zero,yes,no
1225,goal,zero,yes,no
1226,goal,zero,yes,no
1227,goal,zero,yes,no
1228,goal,zero,yes,no
1229,goal,zero,yes,no
1230,goal,zero,yes,no
1231,goal,zero,yes,no
1232,goal,zero,yes,no
1233,goal,zero,yes,no
1234,goal,zero,yes,no
1235,goal,zero,yes,no
1236,goal,zero,yes,no
1237,goal,zero,yes,no
1238,goal,zero,yes,no
1239,goal,zero,yes,no
1240,goal,zero,yes,no
1241,goal,zero,yes,no
1242,goal,zero,yes,no
1243,goal,zero,yes,no
1244,goal,zero,yes,no
1245,goal,zero,yes,no
1246,goal,zero,yes,no
1247,goal,zero,yes,no
1248,goal,zero,yes,no
1249,goal,zero,yes,no
1250,goal,zero,yes,no
1251,goal,zero,yes,no
1252,goal,zero,yes,no
1253,goal,zero,yes,no
1254,goal,zero,yes,no
1255,goal,zero,yes,no
1256,goal,zero,yes,no
1257,goal,zero,yes,no
1258,goal,zero,yes,no
1259,goal,zero,yes,no
1260,goal,na,yes,no
1261,goal,na,yes,no
1262,goal,na,yes,no
1263,goal,na,yes,no
1264,goal,na,yes,no
1265,goal,na,yes,no
1266,goal,na,yes,no
1267,goal,na,yes,no
1268,goal,na,yes,no
1269,goal,na,yes,no
1270,goal,na,yes,no
1271,goal,na,yes,no
1272,goal,na,yes,no
1273,goal,na,yes,no
1274,goal,na,yes,no
1275,goal,na,yes,no
1276,goal,na,yes,no
1277,goal,na,yes,no
1278,goal,na,yes,no
1279,goal,na,yes,no
1280,goal,na,yes,no
1281,goal,na,yes,no
1282,goal,na,yes,no
1283,goal,na,yes,no
1284,goal,na,yes,no
1285,goal,na,yes,no
1286,goal,na,yes,no
1287,goal,na,yes,no
1288,goal,na,yes,no
1289,goal,na,yes,no
1290,goal,na,yes,no
1291,goal,na,yes,no
1292,goal,na,yes,no
1293,goal,na,yes,no
1294,goal,na,yes,no
1295,goal,na,yes,no
1296,goal,na,yes,no
1297,goal,na,yes,no
1298,goal,na,yes,no
1299,goal,na,yes,no
1300,goal,na,yes,no
1301,goal,na,yes,no
1302,goal,na,yes,no
1303,goal,za,yes,no
1304,goal,za,yes,no
1305,goal,za,yes,no
1306,goal,za,yes,no
1307,goal,za,yes,no
1308,goal,za,yes,no
1309,goal,za,yes,no
1310,goal,za,yes,no
1311,goal,za,yes,no
1312,goal,za,yes,no
1313,goal,za,yes,no
1314,goal,za,yes,no
1315,goal,za,yes,no
1316,goal,za,yes,no
1317,goal,za,yes,no
1318,goal,za,yes,no
1319,goal,za,yes,no
1320,goal,za,yes,no
1321,goal,za,yes,no
1322,goal,za,yes,no
1323,goal,za,yes,no
1324,goal,za,yes,no
1325,goal,za,yes,no
1326,goal,za,yes,no
1327,goal,za,yes,no
1328,goal,za,yes,no
1329,goal,za,yes,no
1330,goal,za,yes,no
1331,goal,za,yes,no
1332,goal,za,yes,no
1333,goal,za,yes,no
1334,goal,za,yes,no
1335,goal,za,yes,no
1336,goal,za,yes,no
1337,goal,za,yes,no
1338,goal,za,yes,no
1339,goal,za,yes,no
1340,goal,za,yes,no
1341,goal,za,yes,no
1342,goal,za,yes,no
1343,goal,za,yes,no
1344,goal,za,yes,no
1345,goal,za,yes,no
1346,goal,za,yes,no
1347,goal,za,yes,no
1348,goal,za,yes,no
1349,goal,za,yes,no
1350,goal,za,yes,no
1351,goal,za,yes,no
1352,goal,za,yes,no
1353,goal,za,yes,no
1354,goal,za,yes,no
1355,goal,po,yes,no
1356,goal,zero,no,yes
1357,goal,zero,no,yes
1358,goal,zero,no,yes
1359,goal,zero,no,yes
1360,goal,zero,no,yes
1361,goal,zero,no,yes
1362,goal,zero,no,yes
1363,goal,zero,no,yes
1364,goal,zero,no,yes
1365,goal,zero,no,yes
1366,goal,zero,no,yes
1367,goal,zero,no,yes
1368,goal,zero,no,yes
1369,goal,zero,no,yes
1370,goal,zero,no,yes
1371,goal,zero,no,yes
1372,goal,zero,no,yes
1373,goal,zero,no,yes
1374,goal,zero,no,yes
1375,goal,zero,no,yes
1376,goal,zero,no,yes
1377,goal,zero,no,yes
1378,goal,zero,no,yes
1379,goal,zero,no,yes
1380,goal,zero,no,yes
1381,goal,zero,no,yes
1382,goal,zero,no,yes
1383,goal,zero,no,yes
1384,goal,zero,no,yes
1385,goal,zero,no,yes
1386,goal,zero,no,yes
1387,goal,zero,no,yes
1388,goal,zero,no,yes
1389,goal,zero,no,yes
1390,goal,zero,no,yes
1391,goal,zero,no,yes
1392,goal,zero,no,yes
1393,goal,zero,no,yes
1394,goal,zero,no,yes
1395,goal,zero,no,yes
1396,goal,zero,no,yes
1397,goal,zero,no,yes
1398,goal,zero,no,yes
1399,goal,zero,no,yes
1400,goal,zero,no,yes
1401,goal,zero,no,yes
1402,goal,zero,no,yes
1403,goal,zero,no,yes
1404,goal,zero,no,yes
1405,goal,zero,no,yes
1406,goal,zero,no,yes
1407,goal,zero,no,yes
1408,goal,zero,no,yes
1409,goal,zero,no,yes
1410,goal,zero,no,yes
1411,goal,zero,no,yes
1412,goal,zero,no,yes
1413,goal,zero,no,yes
1414,goal,zero,no,yes
1415,goal,zero,no,yes
1416,goal,zero,no,yes
1417,goal,zero,no,yes
1418,goal,zero,no,yes
1419,goal,zero,no,yes
1420,goal,zero,no,yes
1421,goal,zero,no,yes
1422,goal,zero,no,yes
1423,goal,zero,no,yes
1424,goal,zero,no,yes
1425,goal,zero,no,yes
1426,goal,zero,no,yes
1427,goal,zero,no,yes
1428,goal,zero,no,yes
1429,goal,zero,no,yes
1430,goal,zero,no,yes
1431,goal,zero,no,yes
1432,goal,zero,no,yes
1433,goal,zero,no,yes
1434,goal,zero,no,yes
1435,goal,zero,no,yes
1436,goal,zero,no,yes
1437,goal,zero,no,yes
1438,goal,zero,no,yes
1439,goal,zero,no,yes
1440,goal,zero,no,yes
1441,goal,zero,no,yes
1442,goal,zero,no,yes
1443,goal,zero,no,yes
1444,goal,zero,no,yes
1445,goal,zero,no,yes
1446,goal,na,no,yes
1447,goal,na,no,yes
1448,goal,na,no,yes
1449,goal,na,no,yes
1450,goal,na,no,yes
1451,goal,na,no,yes
1452,goal,na,no,yes
1453,goal,na,no,yes
1454,goal,na,no,yes
1455,goal,na,no,yes
1456,goal,na,no,yes
1457,goal,na,no,yes
1458,goal,na,no,yes
1459,goal,na,no,yes
1460,goal,na,no,yes
1461,goal,na,no,yes
1462,goal,na,no,yes
1463,goal,na,no,yes
1464,goal,na,no,yes
1465,goal,na,no,yes
1466,goal,na,no,yes
1467,goal,na,no,yes
1468,goal,na,no,yes
1469,goal,na,no,yes
1470,goal,na,no,yes
1471,goal,na,no,yes
1472,goal,na,no,yes
1473,goal,na,no,yes
1474,goal,na,no,yes
1475,goal,na,no,yes
1476,goal,na,no,yes
1477,goal,na,no,yes
1478,goal,na,no,yes
1479,goal,na,no,yes
1480,goal,na,no,yes
1481,goal,na,no,yes
1482,goal,na,no,yes
1483,goal,na,no,yes
1484,goal,na,no,yes
1485,goal,na,no,yes
1486,goal,na,no,yes
1487,goal,na,no,yes
1488,goal,na,no,yes
1489,goal,na,no,yes
1490,goal,na,no,yes
1491,goal,na,no,yes
1492,goal,na,no,yes
1493,goal,na,no,yes
1494,goal,na,no,yes
1495,goal,na,no,yes
1496,goal,na,no,yes
1497,goal,na,no,yes
1498,goal,na,no,yes
1499,goal,na,no,yes
1500,goal,na,no,yes
1501,goal,na,no,yes
1502,goal,na,no,yes
1503,goal,na,no,yes
1504,goal,na,no,yes
1505,goal,na,no,yes
1506,goal,na,no,yes
1507,goal,na,no,yes
1508,goal,na,no,yes
1509,goal,na,no,yes
1510,goal,na,no,yes
1511,goal,na,no,yes
1512,goal,na,no,yes
1513,goal,na,no,yes
1514,goal,na,no,yes
1515,goal,na,no,yes
1516,goal,na,no,yes
1517,goal,na,no,yes
1518,goal,na,no,yes
1519,goal,na,no,yes
1520,goal,na,no,yes
1521,goal,na,no,yes
1522,goal,na,no,yes
1523,goal,na,no,yes
1524,goal,na,no,yes
1525,goal,na,no,yes
1526,goal,na,no,yes
1527,goal,na,no,yes
1528,goal,na,no,yes
1529,goal,na,no,yes
1530,goal,na,no,yes
1531,goal,na,no,yes
1532,goal,na,no,yes
1533,goal,na,no,yes
1534,goal,na,no,yes
1535,goal,na,no,yes
1536,goal,na,no,yes
1537,goal,na,no,yes
1538,goal,na,no,yes
1539,goal,na,no,yes
1540,goal,na,no,yes
1541,goal,na,no,yes
1542,goal,na,no,yes
1543,goal,na,no,yes
1544,goal,na,no,yes
1545,goal,na,no,yes
1546,goal,na,no,yes
1547,goal,na,no,yes
1548,goal,na,no,yes
1549,goal,na,no,yes
1550,goal,na,no,yes
1551,goal,na,no,yes
1552,goal,na,no,yes
1553,goal,na,no,yes
1554,goal,na,no,yes
1555,goal,na,no,yes
1556,goal,na,no,yes
1557,goal,na,no,yes
1558,goal,na,no,yes
1559,goal,na,no,yes
1560,goal,na,no,yes
1561,goal,na,no,yes
1562,goal,na,no,yes
1563,goal,na,no,yes
1564,goal,na,no,yes
1565,goal,na,no,yes
1566,goal,na,no,yes
1567,goal,na,no,yes
1568,goal,na,no,yes
1569,goal,na,no,yes
1570,goal,na,no,yes
1571,goal,na,no,yes
1572,goal,na,no,yes
1573,goal,na,no,yes
1574,goal,na,no,yes
1575,goal,na,no,yes
1576,goal,na,no,yes
1577,goal,na,no,yes
1578,goal,na,no,yes
1579,goal,na,no,yes
1580,goal,za,no,yes
1581,goal,za,no,yes
1582,goal,za,no,yes
1583,goal,za,no,yes
1584,goal,za,no,yes
1585,goal,za,no,yes
1586,goal,za,no,yes
1587,goal,za,no,yes
1588,goal,za,no,yes
1589,goal,za,no,yes
1590,goal,za,no,yes
1591,goal,za,no,yes
1592,goal,za,no,yes
1593,goal,za,no,yes
1594,goal,za,no,yes
1595,goal,za,no,yes
1596,goal,za,no,yes
1597,goal,za,no,yes
1598,goal,za,no,yes
1599,goal,za,no,yes
1600,goal,za,no,yes
1601,goal,za,no,yes
1602,goal,za,no,yes
1603,goal,za,no,yes
1604,goal,za,no,yes
1605,goal,za,no,yes
1606,goal,za,no,yes
1607,goal,za,no,yes
1608,goal,za,no,yes
1609,goal,za,no,yes
1610,goal,za,no,yes
1611,goal,za,no,yes
1612,goal,za,no,yes
1613,goal,za,no,yes
1614,goal,za,no,yes
1615,goal,za,no,yes
1616,goal,za,no,yes
1617,goal,za,no,yes
1618,goal,za,no,yes
1619,goal,za,no,yes
1620,goal,za,no,yes
1621,goal,za,no,yes
1622,goal,za,no,yes
1623,goal,za,no,yes
1624,goal,za,no,yes
1625,goal,za,no,yes
1626,goal,za,no,yes
1627,goal,za,no,yes
1628,goal,za,no,yes
1629,goal,za,no,yes
1630,goal,za,no,yes
1631,goal,za,no,yes
1632,goal,za,no,yes
1633,goal,za,no,yes
1634,goal,za,no,yes
1635,goal,za,no,yes
1636,goal,za,no,yes
1637,goal,za,no,yes
1638,goal,za,no,yes
1639,goal,za,no,yes
1640,goal,za,no,yes
1641,goal,za,no,yes
1642,goal,za,no,yes
1643,goal,za,no,yes
1644,goal,za,no,yes
1645,goal,za,no,yes
1646,goal,za,no,yes
1647,goal,za,no,yes
1648,goal,za,no,yes
1649,goal,za,no,yes
1650,goal,za,no,yes
1651,goal,za,no,yes
1652,goal,za,no,yes
1653,goal,za,no,yes
1654,goal,za,no,yes
1655,goal,za,no,yes
1656,goal,za,no,yes
1657,goal,za,no,yes
1658,goal,za,no,yes
1659,goal,za,no,yes
1660,goal,za,no,yes
1661,goal,za,no,yes
1662,goal,za,no,yes
1663,goal,za,no,yes
1664,goal,za,no,yes
1665,goal,za,no,yes
1666,goal,za,no,yes
1667,goal,za,no,yes
1668,goal,za,no,yes
1669,goal,za,no,yes
1670,goal,za,no,yes
1671,goal,za,no,yes
1672,goal,za,no,yes
1673,goal,za,no,yes
1674,goal,za,no,yes
1675,goal,zero,yes,yes
1676,goal,zero,yes,yes
1677,goal,zero,yes,yes
1678,goal,zero,yes,yes
1679,goal,zero,yes,yes
1680,goal,zero,yes,yes
1681,goal,zero,yes,yes
1682,goal,zero,yes,yes
1683,goal,zero,yes,yes
1684,goal,zero,yes,yes
1685,goal,zero,yes,yes
1686,goal,zero,yes,yes
1687,goal,zero,yes,yes
1688,goal,zero,yes,yes
1689,goal,zero,yes,yes
1690,goal,zero,yes,yes
1691,goal,na,yes,yes
1692,goal,na,yes,yes
1693,goal,na,yes,yes
1694,goal,na,yes,yes
1695,goal,na,yes,yes
1696,goal,na,yes,yes
1697,goal,na,yes,yes
1698,goal,na,yes,yes
1699,goal,na,yes,yes
1700,goal,na,yes,yes
1701,goal,na,yes,yes
1702,goal,na,yes,yes
1703,goal,na,yes,yes
1704,goal,na,yes,yes
1705,goal,na,yes,yes
1706,goal,na,yes,yes
1707,goal,na,yes,yes
1708,goal,na,yes,yes
1709,goal,na,yes,yes
1710,goal,na,yes,yes
1711,goal,na,yes,yes
1712,goal,na,yes,yes
1713,goal,na,yes,yes
1714,goal,na,yes,yes
1715,goal,na,yes,yes
1716,goal,na,yes,yes
1717,goal,na,yes,yes
1718,goal,na,yes,yes
1719,goal,na,yes,yes
1720,goal,na,yes,yes
1721,goal,na,yes,yes
1722,goal,na,yes,yes
1723,goal,na,yes,yes
1724,goal,na,yes,yes
1725,goal,na,yes,yes
1726,goal,na,yes,yes
1727,goal,na,yes,yes
1728,goal,na,yes,yes
1729,goal,na,yes,yes
1730,goal,na,yes,yes
1731,goal,na,yes,yes
1732,goal,na,yes,yes
1733,goal,na,yes,yes
1734,goal,na,yes,yes
1735,goal,na,yes,yes
1736,goal,na,yes,yes
1737,goal,na,yes,yes
1738,goal,na,yes,yes
1739,goal,na,yes,yes
1740,goal,na,yes,yes
1741,goal,na,yes,yes
1742,goal,na,yes,yes
1743,goal,na,yes,yes
1744,goal,na,yes,yes
1745,goal,na,yes,yes
1746,goal,na,yes,yes
1747,goal,na,yes,yes
1748,goal,na,yes,yes
1749,goal,na,yes,yes
1750,goal,na,yes,yes
1751,goal,na,yes,yes
1752,goal,na,yes,yes
1753,goal,na,yes,yes
1754,goal,na,yes,yes
1755,goal,na,yes,yes
1756,goal,na,yes,yes
1757,goal,na,yes,yes
1758,goal,na,yes,yes
1759,goal,na,yes,yes
1760,goal,na,yes,yes
1761,goal,na,yes,yes
1762,goal,na,yes,yes
1763,goal,na,yes,yes
1764,goal,na,yes,yes
1765,goal,na,yes,yes
1766,goal,na,yes,yes
1767,goal,na,yes,yes
1768,goal,na,yes,yes
1769,goal,na,yes,yes
1770,goal,na,yes,yes
1771,goal,na,yes,yes
1772,goal,na,yes,yes
1773,goal,na,yes,yes
1774,goal,na,yes,yes
1775,goal,na,yes,yes
1776,goal,na,yes,yes
1777,goal,za,yes,yes
1778,goal,za,yes,yes
1779,goal,za,yes,yes
1780,goal,za,yes,yes
1781,goal,za,yes,yes
1782,goal,za,yes,yes
1783,goal,za,yes,yes
1784,goal,za,yes,yes
1785,goal,za,yes,yes
1786,goal,za,yes,yes
1787,goal,za,yes,yes
1788,goal,za,yes,yes
1789,goal,za,yes,yes
1790,goal,za,yes,yes
1791,goal,za,yes,yes
1792,goal,za,yes,yes
1793,goal,za,yes,yes
1794,goal,za,yes,yes
1795,goal,za,yes,yes
1796,goal,za,yes,yes
1797,goal,za,yes,yes
1798,goal,za,yes,yes
1799,goal,za,yes,yes
1800,goal,za,yes,yes
1801,goal,za,yes,yes
1802,goal,za,yes,yes
1803,goal,za,yes,yes
1804,goal,za,yes,yes
1805,goal,za,yes,yes
1806,goal,za,yes,yes
1807,goal,za,yes,yes
1808,goal,za,yes,yes
1809,goal,za,yes,yes
1810,goal,za,yes,yes
1811,goal,za,yes,yes
1812,goal,za,yes,yes
1813,goal,za,yes,yes
1814,goal,za,yes,yes
1815,goal,za,yes,yes
1816,goal,za,yes,yes
1817,goal,za,yes,yes
1818,goal,za,yes,yes
1819,goal,za,yes,yes
1820,goal,za,yes,yes
1821,goal,za,yes,yes
1822,goal,za,yes,yes
1823,goal,za,yes,yes
1824,goal,za,yes,yes
1825,goal,za,yes,yes
1826,goal,za,yes,yes
1827,goal,za,yes,yes
1828,goal,za,yes,yes
1829,goal,za,yes,yes
1830,goal,za,yes,yes
1831,goal,za,yes,yes
1832,goal,za,yes,yes
1833,goal,za,yes,yes
1834,goal,za,yes,yes
1835,goal,za,yes,yes
1836,goal,za,yes,yes
1837,goal,za,yes,yes
1838,goal,za,yes,yes
1839,goal,za,yes,yes
1840,goal,za,yes,yes
1841,goal,za,yes,yes
1842,goal,za,yes,yes
1843,goal,za,yes,yes
1844,goal,za,yes,yes
1845,goal,za,yes,yes
1846,goal,za,yes,yes
1847,goal,za,yes,yes
1848,goal,za,yes,yes
1849,goal,za,yes,yes
1850,goal,za,yes,yes
1851,goal,za,yes,yes
1852,goal,za,yes,yes
1853,goal,za,yes,yes
1854,goal,za,yes,yes
1855,goal,za,yes,yes
1856,goal,za,yes,yes
1857,goal,za,yes,yes
1858,goal,za,yes,yes
1859,goal,za,yes,yes
1860,goal,za,yes,yes
1861,goal,za,yes,yes
1862,goal,za,yes,yes
1863,goal,za,yes,yes
1864,goal,za,yes,yes
1865,goal,za,yes,yes
1866,goal,za,yes,yes
1867,goal,za,yes,yes
1868,goal,za,yes,yes
1869,goal,za,yes,yes
1870,goal,za,yes,yes
1871,goal,za,yes,yes
1872,goal,za,yes,yes
1873,goal,za,yes,yes
1874,goal,za,yes,yes
1875,goal,za,yes,yes
1876,goal,za,yes,yes
1877,goal,za,yes,yes
1878,goal,za,yes,yes
1879,goal,za,yes,yes
1880,goal,za,yes,yes
1881,goal,za,yes,yes
1882,goal,za,yes,yes
1883,goal,za,yes,yes
1884,goal,za,yes,yes
1885,goal,za,yes,yes
1886,goal,za,yes,yes
1887,goal,za,yes,yes
1888,goal,za,yes,yes
1889,goal,za,yes,yes
1890,goal,za,yes,yes
1891,goal,za,yes,yes
1892,goal,za,yes,yes
1893,goal,za,yes,yes
1894,goal,za,yes,yes
1895,goal,za,yes,yes
1896,goal,za,yes,yes
1897,goal,za,yes,yes
1898,goal,za,yes,yes
1899,goal,za,yes,yes
1900,goal,za,yes,yes
1901,goal,za,yes,yes
1902,goal,za,yes,yes
1903,goal,za,yes,yes
1904,goal,za,yes,yes
1905,goal,za,yes,yes
1906,goal,za,yes,yes
1907,goal,za,yes,yes
1908,goal,za,yes,yes
1909,goal,za,yes,yes
1910,goal,za,yes,yes
1911,goal,za,yes,yes
1912,goal,za,yes,yes
1913,goal,za,yes,yes
1914,goal,za,yes,yes
1915,goal,za,yes,yes
1916,goal,za,yes,yes
1917,goal,za,yes,yes
1918,goal,za,yes,yes
1919,goal,po,yes,yes
1920,goal,po,yes,yes
